lat,lon
37.11,15.08
42.53,-6.14
39.18,16.15
40.44,8.34
40.32,-7.16
38.05,-3.38
49.46,8.41
50.59,11.02
50.24,7.59
51.52,0.22
52.49,-1.20
56.00,37.17
47.43,-2.44
37.56,23.56
59.16,24.13
58.14,22.31
51.49,10.57
51.26,10.36
50.53,11.51
51.20,7.03
51.09,6.17
51.35,6.58
48.43,8.45
51.21,7.34
51.14,7.25
51.09,8.17
51.27,8.51
48.30,10.07
49.37,9.29
52.43,14.08
51.57,6.54
52.13,7.21
52.32,6.55
51.51,8.02
52.50,7.06
51.57,7.47
52.29,7.32
52.01,7.53
52.13,7.39
52.14,7.36
52.16,7.36
52.41,8.29
52.01,7.25
52.00,7.27
52.03,7.51
52.04,7.54
52.01,7.51
52.23,8.18
52.29,8.23
52.34,7.32
52.28,7.46
52.23,7.52
52.38,7.07
52.29,7.03
55.01,7.46
54.03,7.02
54.03,7.02
53.59,6.49
55.11,6.52
53.50,8.10
54.19,5.52
54.50,14.04
29.56,-11.27
32.00,-12.00
34.00,-9.00
36.02,-2.16
35.45,-4.15
36.00,-6.37
36.29,-9.00
37.00,-1.15
38.01,-11.20
39.33,-10.25
41.32,-10.52
44.00,-2.12
43.31,-9.49
45.00,-3.31
44.36,-5.08
46.22,-5.41
46.37,-3.24
48.00,-7.00
49.58,-1.13
50.15,-3.00
49.34,-4.04
50.27,-10.33
51.29,-4.31
50.52,-7.44
53.15,-5.38
55.00,-0.45
55.15,-5.31
56.29,-1.31
55.36,-7.00
55.56,-10.53
56.31,-7.50
58.12,-2.00
57.56,-8.09
58.44,-5.35
59.41,-3.07
60.25,-5.34
59.53,-10.02
60.53,-1.35
29.15,34.50
32.02,31.13
31.51,34.16
33.00,27.31
33.07,31.21
34.10,20.20
34.02,23.40
35.00,11.30
35.00,13.30
34.37,16.41
34.51,18.41
34.35,26.10
34.58,30.25
35.17,34.28
36.11,12.34
35.42,22.31
36.00,24.29
36.16,25.27
36.02,26.41
35.34,28.30
36.29,30.56
36.00,34.00
37.00,0.00
37.28,1.14
37.15,3.15
37.00,12.00
37.22,19.10
37.10,21.02
37.00,24.00
37.00,27.00
38.29,3.00
37.47,4.59
37.57,7.10
37.57,9.22
38.00,11.10
37.39,17.08
38.00,25.00
37.54,26.12
39.01,0.56
39.26,3.40
39.24,5.01
38.31,15.00
38.48,18.00
39.00,19.31
39.00,25.16
39.31,7.29
39.34,11.13
40.15,13.00
39.31,14.00
39.45,23.00
40.15,26.00
40.29,28.29
40.48,2.43
40.31,4.00
41.25,6.57
41.28,10.31
40.45,19.00
42.10,4.28
41.31,8.15
41.31,12.00
42.00,16.29
41.58,17.46
41.52,28.51
42.00,36.00
42.31,3.45
42.45,6.31
43.16,9.17
42.45,10.00
43.00,15.31
42.43,29.14
44.07,13.05
43.30,14.12
43.34,29.39
43.51,35.15
45.00,13.00
44.31,14.00
44.36,14.30
45.16,30.32
46.19,36.58
50.29,0.29
51.14,1.29
52.00,3.00
52.31,3.31
53.16,2.36
53.49,4.33
52.42,5.24
53.45,7.00
54.06,11.12
54.15,11.45
53.44,7.23
53.31,1.00
54.00,3.00
54.35,4.18
53.50,5.15
54.26,5.42
54.29,7.22
53.56,7.46
54.00,8.06
54.31,10.43
54.29,12.23
54.34,13.00
54.18,14.00
54.22,15.43
55.11,2.10
55.19,3.52
55.30,5.58
55.28,7.17
54.42,8.00
54.48,10.12
55.30,10.44
54.36,11.18
55.00,13.24
55.29,16.31
55.12,19.00
54.37,12.38
56.29,6.15
56.29,10.46
55.12,12.45
56.00,11.42
55.30,14.29
55.45,15.15
56.12,16.12
56.11,17.50
56.00,20.00
57.08,1.40
57.22,5.17
57.28,8.57
57.15,11.29
58.21,5.08
58.00,6.42
58.12,10.00
58.00,11.00
57.31,17.31
57.58,20.11
57.45,23.30
58.45,1.31
58.45,10.29
58.30,17.29
59.00,19.00
58.45,21.31
60.05,0.47
60.20,4.47
59.42,17.18
59.56,20.54
59.36,24.00
60.00,26.00
61.00,4.00
61.00,17.36
60.45,19.31
61.00,31.30
54.30,6.22
54.25,9.36
54.01,9.23
54.16,10.53
54.10,9.04
54.02,9.55
54.00,12.13
53.37,12.23
53.26,9.56
53.27,8.01
53.12,9.18
53.22,9.57
52.54,8.10
52.59,9.54
53.03,10.50
52.43,9.05
52.13,8.12
52.14,9.16
52.09,10.22
52.24,10.41
51.47,10.21
51.54,10.33
51.43,9.56
51.25,9.51
53.06,12.29
52.57,13.49
52.28,13.46
52.18,13.11
52.02,12.36
51.43,14.16
51.28,13.52
50.19,10.53
50.19,10.10
50.17,10.18
50.13,11.49
50.11,11.27
50.08,10.21
50.07,11.00
50.06,9.15
50.05,12.06
50.04,10.40
50.01,11.10
49.58,10.59
49.57,9.40
49.56,9.03
49.55,10.14
49.54,11.30
49.54,11.14
49.53,11.53
49.51,10.06
49.50,9.53
49.50,12.15
49.48,10.13
49.47,10.01
49.45,9.43
49.45,11.04
49.45,9.59
49.43,10.16
49.43,9.17
49.42,10.51
49.42,11.10
49.40,11.19
49.40,9.22
49.37,9.57
49.35,11.42
49.32,12.14
49.32,10.28
49.31,10.17
49.28,10.50
49.25,10.24
49.23,12.36
49.23,12.06
49.22,10.47
49.20,11.35
49.18,12.25
49.18,10.59
49.16,11.40
49.14,11.22
49.14,12.34
49.13,10.57
49.03,12.36
49.03,11.50
49.02,10.28
49.01,12.14
48.59,12.37
48.57,12.12
48.54,13.11
48.53,10.30
48.51,12.03
48.50,11.49
48.49,12.51
48.46,10.47
48.42,11.01
48.42,12.20
48.42,12.53
48.41,13.30
48.40,11.20
48.39,11.37
48.37,11.51
48.36,12.44
48.36,11.17
48.36,11.41
48.36,10.24
48.35,13.41
48.34,12.12
48.31,11.05
48.27,10.09
48.27,12.38
48.27,10.28
48.26,11.25
48.25,12.10
48.23,13.23
48.22,13.12
48.21,11.59
48.20,12.50
48.19,11.19
48.16,11.47
48.16,11.13
48.14,10.21
48.11,12.12
48.11,10.47
48.11,10.28
48.10,12.34
48.06,11.20
48.05,12.15
48.04,11.55
48.02,12.49
47.58,11.13
47.54,10.07
47.45,11.13
47.35,9.41
47.34,9.43
47.34,9.39
50.53,11.43
50.50,11.04
50.39,11.53
50.56,12.19
51.00,11.40
50.57,12.31
51.00,11.03
50.59,10.47
50.55,12.13
50.49,11.16
51.19,10.11
51.15,11.06
51.17,10.55
51.12,10.52
51.23,11.23
50.35,11.08
51.06,11.09
51.10,10.58
50.14,8.41
51.19,9.53
49.51,8.33
50.20,8.43
49.51,8.27
53.52,13.16
53.56,13.09
53.50,12.57
54.00,13.14
53.58,12.59
52.07,7.42
52.14,7.52
52.09,8.48
52.04,8.57
51.47,6.58
51.50,7.53
51.47,8.03
51.36,6.21
51.45,6.48
51.37,8.54
51.38,8.44
51.30,6.14
51.31,6.42
51.30,6.58
51.32,7.59
51.34,8.45
51.13,6.39
51.19,7.16
51.19,7.34
51.17,7.36
51.24,7.50
51.08,6.26
51.09,7.41
50.58,7.11
51.05,7.19
50.58,7.43
50.59,8.05
50.48,6.10
50.49,6.18
50.47,7.01
50.38,6.18
50.38,6.43
50.28,6.42
49.14,6.46
49.37,6.56
49.29,7.10
49.30,6.42
49.13,6.58
49.08,7.19
50.34,7.03
50.46,7.58
50.37,6.59
50.04,6.37
50.32,7.11
50.27,7.44
50.27,7.39
50.26,7.06
50.19,7.14
50.20,7.25
50.19,7.29
50.16,7.21
50.09,6.19
50.14,7.04
50.10,7.30
50.16,8.00
50.00,6.27
50.16,6.47
50.01,6.56
50.05,7.08
50.00,7.36
50.05,7.37
50.00,7.35
49.34,6.28
49.55,7.04
49.52,7.41
49.47,7.37
49.38,7.35
49.58,7.58
49.58,8.14
49.51,8.09
49.49,8.07
49.52,8.20
49.51,8.19
49.45,6.42
49.40,6.35
49.58,6.52
49.57,7.02
49.42,7.02
49.38,7.12
49.46,7.20
49.07,8.01
49.02,7.59
49.43,8.04
49.45,8.23
49.35,7.14
49.22,7.28
49.31,7.39
49.28,7.55
49.32,8.07
49.33,8.21
49.28,7.46
49.10,8.15
49.07,8.07
49.38,8.02
49.22,8.12
49.25,8.21
49.15,8.17
49.03,8.05
51.23,8.54
51.13,8.56
51.22,9.38
51.11,9.24
51.10,9.22
51.03,9.42
51.10,10.00
51.09,10.01
51.11,10.02
50.49,8.26
50.45,9.15
50.50,9.41
50.58,9.47
50.45,8.13
50.48,9.29
50.39,9.00
50.35,8.59
50.26,9.24
50.32,9.41
50.25,9.50
50.21,8.42
50.24,8.54
50.24,8.59
50.19,8.56
50.26,9.45
50.23,9.44
50.13,8.15
50.21,8.32
50.08,9.10
50.05,8.35
50.02,8.56
50.14,8.57
49.51,8.47
49.46,8.31
49.40,8.34
49.32,8.25
49.38,8.37
49.34,8.58
51.01,10.13
50.54,11.16
50.53,10.39
50.54,12.02
50.44,10.28
50.42,11.51
50.33,11.47
51.30,11.20
52.11,11.27
52.02,10.58
51.52,12.21
51.40,10.53
51.43,11.41
51.23,11.53
51.36,12.11
51.21,12.11
51.01,11.56
50.40,12.50
51.18,12.35
51.19,13.43
51.10,14.07
51.00,13.53
51.09,13.54
51.02,13.16
50.36,12.23
50.24,11.59
50.12,9.56
50.21,11.52
50.04,9.01
49.53,9.26
50.01,10.13
49.49,11.01
50.01,11.21
49.42,9.17
49.45,9.59
49.43,10.15
49.36,11.22
49.35,12.08
49.47,12.10
49.24,11.07
49.24,11.54
49.13,10.15
48.57,11.26
49.12,12.07
48.44,10.44
48.51,11.27
48.42,11.48
48.48,12.58
48.42,12.54
48.38,13.18
48.37,11.01
48.33,11.36
48.04,10.58
48.06,11.18
48.13,11.41
47.52,10.17
47.52,11.51
47.49,12.00
48.25,10.40
47.40,10.12
47.41,10.19
47.40,11.15
47.40,12.11
49.27,8.33
49.27,9.33
49.00,8.27
49.10,9.15
48.59,9.11
49.11,10.03
48.48,9.02
48.47,9.13
48.43,9.05
48.40,9.11
48.31,9.45
48.28,10.04
47.42,8.07
47.37,7.35
47.34,7.47
47.39,9.45
51.10,9.30
50.10,6.40
50.10,6.20
51.20,7.40
51.00,7.10
51.00,7.20
51.00,7.30
48.31,9.45
50.55,7.00
50.50,6.10
51.40,11.46
50.40,6.40
50.45,7.50
50.25,9.45
50.15,8.20
49.27,8.34
49.10,9.15
47.39,9.46
48.30,8.08
48.30,8.09
48.30,8.10
48.30,8.11
48.30,8.12
50.20,10.00
50.15,11.40
53.20,13.40
49.30,12.38
51.15,9.50
47.45,12.45
47.45,12.30
50.22,12.28
52.30,11.30
51.15,11.00
51.40,12.40
51.20,13.15
51.40,10.31
51.50,10.40
49.50,7.10
50.40,10.45
50.30,11.00
49.30,8.20
50.15,7.50
50.15,7.51
52.30,13.20
51.30,11.20
50.15,7.50
50.40,10.22
50.28,10.45
53.50,13.30
51.30,11.21
50.05,8.00
49.40,8.50
50.20,10.00
49.30,11.50
50.00,12.00
47.40,10.30
49.30,12.30
49.00,13.09
49.00,13.10
51.45,10.30
51.40,10.30
47.37,7.36
49.40,10.30
50.10,11.40
49.02,13.18
50.25,12.30
51.00,14.40
51.47,10.40
51.40,10.41
50.28,12.51
51.40,12.40
48.21,11.47
49.30,11.05
52.23,13.31
52.34,13.17
52.28,13.24
53.38,9.59
53.03,8.47
52.08,7.41
51.17,6.45
50.52,7.09
49.13,7.07
50.58,10.57
50.02,8.34
51.45,9.34
50.31,2.37
50.59,12.30
48.25,10.56
49.59,11.38
52.19,10.33
53.30,8.34
51.51,11.25
47.58,8.31
51.31,7.37
49.58,8.39
53.23,7.13
47.40,9.31
49.57,7.16
53.32,9.50
53.53,14.09
50.17,11.51
48.47,8.05
51.24,9.22
54.23,10.09
48.22,7.50
53.09,8.37
53.48,10.43
52.04,11.38
49.28,8.31
51.14,6.30
51.36,6.08
48.05,11.17
51.37,8.37
53.55,12.17
49.07,9.47
53.25,11.47
50.43,8.05
48.54,12.31
54.54,8.20
53.30,8.03
49.13,7.24
47.34,9.59
47.21,10.20
47.40,10.52
47.33,10.22
47.35,10.53
47.32,11.13
47.39,11.20
47.46,12.27
47.35,11.20
47.46,12.22
47.39,13.00
47.39,11.28
47.45,12.21
47.32,13.00
47.54,11.22
48.40,10.47
49.35,10.56
48.50,11.08
48.55,11.31
47.58,12.21
47.51,12.40
48.34,12.43
48.44,11.57
48.34,12.43
48.59,10.46
49.02,11.04
49.25,11.39
49.29,12.01
47.57,8.59
48.44,9.57
47.58,8.41
48.15,9.05
48.30,9.34
48.06,9.23
49.32,10.43
49.15,10.53
49.36,11.57
49.44,12.05
49.43,9.30
49.21,8.48
49.21,8.56
48.29,8.53
48.55,9.46
49.54,9.43
50.14,10.26
50.00,10.39
49.52,10.29
49.36,10.18
49.59,9.02
50.00,9.15
49.52,9.14
50.23,10.11
50.28,10.14
49.37,9.05
50.20,9.45
50.31,10.11
50.21,9.49
50.19,9.53
50.29,10.04
50.31,10.05
50.19,9.54
50.22,9.57
50.30,10.03
50.31,10.04
49.49,8.44
49.35,8.46
49.50,8.59
49.42,8.47
49.35,8.48
49.39,9.04
49.40,8.54
48.48,8.28
48.12,8.04
47.50,7.47
48.44,8.38
48.14,8.26
48.41,8.25
47.48,7.48
47.47,7.46
47.47,8.09
48.05,8.09
47.34,7.44
47.37,8.19
47.37,7.50
49.07,7.56
49.17,8.02
49.09,7.35
49.28,6.32
49.32,6.44
49.35,6.58
49.32,7.02
49.53,8.04
49.44,7.39
49.37,7.16
49.39,7.27
49.33,7.32
49.37,7.55
47.45,7.36
50.10,7.34
49.40,6.49
49.40,7.01
49.55,7.36
49.43,7.08
50.25,7.04
50.42,6.29
50.38,6.33
50.32,6.20
50.35,6.29
50.34,7.12
50.17,7.41
50.18,8.00
50.14,7.56
50.08,7.50
50.14,7.42
50.12,7.46
50.05,7.52
50.08,8.23
50.10,7.56
50.06,8.02
50.23,8.32
50.30,8.10
50.50,8.39
50.32,8.43
50.35,7.20
50.28,7.56
50.26,7.44
50.35,7.50
50.40,8.04
51.24,8.16
51.18,8.33
51.04,8.28
51.57,9.07
50.45,7.16
50.56,7.25
51.17,7.27
51.10,7.29
51.04,7.34
50.59,7.43
51.32,9.28
51.04,8.59
50.54,9.25
50.40,9.50
51.17,8.34
51.17,8.40
51.00,9.04
50.15,9.36
50.26,9.24
50.33,9.57
50.08,9.25
50.29,9.15
50.30,9.54
50.34,10.01
51.52,9.08
51.38,9.22
51.32,9.11
51.35,9.15
51.49,9.16
51.48,9.50
51.52,9.38
51.22,9.36
51.31,10.03
51.39,10.38
51.41,10.30
51.46,10.17
51.49,10.30
51.51,10.22
51.40,10.25
51.47,10.33
51.47,10.29
51.44,10.25
51.44,10.31
51.56,10.47
51.52,11.11
51.27,11.04
51.42,11.13
51.34,11.13
51.29,11.01
51.50,10.38
51.34,11.01
51.41,10.42
51.49,10.35
51.47,10.42
51.45,10.38
51.47,10.39
51.44,11.37
51.33,11.51
51.39,11.26
51.32,11.20
51.20,11.27
51.15,11.44
50.24,10.29
50.16,10.46
50.43,10.01
50.23,11.06
50.21,11.18
50.09,11.30
50.02,11.38
50.15,11.23
50.19,11.24
50.06,11.41
50.05,11.53
49.55,12.07
50.11,12.03
49.53,12.02
49.54,12.05
50.01,11.52
49.20,12.18
49.44,12.22
49.32,12.24
49.29,12.36
49.43,12.24
49.30,12.37
49.19,12.47
49.30,12.34
49.07,12.17
48.40,13.31
49.02,12.33
48.58,12.50
49.03,13.11
48.48,13.45
48.49,13.41
48.57,13.34
50.32,11.58
50.20,12.06
50.21,12.24
50.28,12.26
50.29,12.45
50.45,13.39
50.27,12.45
50.27,12.55
50.32,13.10
51.22,14.52
50.45,13.05
50.50,10.24
50.44,10.44
50.44,10.35
50.42,10.41
50.55,12.22
50.49,11.23
50.44,11.10
50.38,11.36
50.38,12.03
51.14,11.33
51.09,11.38
51.00,12.09
51.03,11.07
51.03,10.38
50.56,10.30
51.23,10.05
51.58,12.22
51.55,12.10
51.37,12.22
51.14,11.55
51.09,12.07
52.20,7.43
52.16,8.36
50.53,6.07
50.53,6.20
50.46,6.26
53.22,8.24
52.22,8.00
52.15,12.22
51.59,12.57
51.58,13.25
52.35,11.05
51.20,12.56
50.59,14.13
51.03,14.16
51.04,14.32
51.08,14.37
51.44,9.28
51.48,9.33
51.47,9.36
54.20,13.42
54.34,13.35
54.36,13.17
53.58,12.42
51.47,9.24
51.30,9.23
51.52,9.30
52.45,13.15
47.33,10.47
47.40,12.36
47.37,13.00
47.35,13.01
70.56,-8.40
78.15,15.28
69.41,18.55
74.31,19.01
69.59,23.22
70.40,23.40
69.44,29.54
70.43,30.04
67.16,14.22
68.48,16.32
62.34,6.07
62.07,9.17
63.42,9.36
63.28,10.55
61.34,8.00
61.39,10.07
67.09,20.39
65.33,22.08
63.12,14.30
63.18,18.41
63.26,19.41
63.48,20.17
61.42,17.31
62.31,17.27
62.12,21.10
68.37,27.25
67.42,24.51
67.22,26.39
66.30,25.43
65.58,29.11
65.01,25.23
64.17,27.41
63.05,25.52
63.01,27.48
62.40,29.38
62.24,25.41
61.44,27.18
61.57,28.57
63.58,-22.36
64.08,-21.54
65.41,-18.05
65.16,-13.35
67.01,-50.42
64.10,-51.45
61.09,-45.26
76.46,-18.40
74.18,-20.13
65.36,-37.38
65.34,-37.08
62.01,-6.46
39.27,-31.08
38.31,-28.43
38.46,-27.06
36.58,-25.10
32.41,-16.46
14.54,-23.31
16.44,-22.57
41.00,39.43
39.55,41.16
38.27,43.19
37.53,40.12
79.33,90.37
73.30,80.24
71.35,128.55
68.58,33.03
64.35,40.30
64.45,47.39
61.43,30.43
61.49,34.16
67.28,78.44
66.32,66.40
65.47,87.56
63.56,65.03
62.27,66.03
61.40,50.51
61.15,73.30
68.30,112.26
67.33,133.23
63.15,143.09
62.01,129.43
59.53,42.45
59.15,37.58
56.14,43.47
55.36,49.17
55.45,37.34
54.14,37.37
54.38,39.42
53.07,45.01
59.36,69.17
57.41,71.11
56.48,60.38
55.01,73.23
54.43,55.50
53.13,63.37
59.03,80.57
56.28,84.58
53.26,83.31
59.27,112.35
56.17,101.45
55.47,109.33
54.48,105.13
52.16,104.21
52.59,108.17
52.05,113.29
59.22,143.12
53.42,127.18
52.16,133.59
48.31,135.10
43.07,131.54
51.55,143.08
46.57,142.43
50.41,156.08
56.19,160.50
56.13,162.43
51.42,39.13
51.33,43.09
48.47,44.22
46.17,48.03
51.15,51.17
51.41,55.06
51.07,71.22
50.17,57.09
49.38,63.30
49.48,73.09
46.47,61.39
43.14,76.56
43.27,39.54
43.03,44.39
40.09,44.23
40.27,50.04
42.51,74.32
41.16,69.16
40.03,53.00
40.28,62.17
39.34,66.57
38.33,68.47
37.58,58.20
37.14,67.16
37.30,71.31
29.37,43.29
28.23,36.36
26.16,50.09
24.33,39.42
24.56,46.43
29.13,47.59
38.26,47.04
37.12,49.38
36.16,59.38
35.20,47.00
35.41,51.21
35.16,59.13
34.16,47.07
34.52,48.32
32.16,48.26
32.28,51.43
30.26,50.46
29.32,52.35
29.06,58.24
27.13,56.22
21.42,39.11
21.26,39.46
25.15,51.34
25.37,55.56
25.15,55.20
25.20,55.31
24.26,54.39
24.16,55.36
25.37,56.15
24.14,55.47
24.28,56.38
23.25,57.26
23.04,57.39
22.51,57.32
23.35,58.17
23.18,57.56
23.38,58.34
22.21,56.29
22.59,57.18
22.23,57.31
22.44,58.31
22.40,59.24
22.32,59.29
20.40,58.54
18.08,55.11
16.55,53.55
17.40,54.02
17.15,54.05
17.02,54.05
33.37,73.06
31.21,69.28
31.33,74.20
29.02,66.35
26.15,68.22
24.54,67.08
23.46,90.23
22.45,90.22
22.16,91.49
28.35,77.12
27.09,77.58
26.49,75.48
26.45,80.53
22.39,88.27
21.06,79.03
19.07,72.51
17.27,78.28
13.00,80.11
8.29,76.57
7.10,79.53
6.54,79.52
6.49,79.53
4.12,73.32
46.50,98.05
47.55,106.52
28.12,83.59
27.31,83.27
27.42,85.22
22.20,114.11
22.12,113.32
41.47,129.49
41.24,128.10
39.56,127.33
39.37,125.39
39.11,127.26
39.02,125.47
37.54,127.44
37.45,128.53
37.30,129.08
37.34,126.58
37.20,127.57
36.58,127.57
36.18,127.24
36.34,128.43
36.02,129.23
35.53,128.37
35.49,127.09
35.33,129.19
35.10,126.53
33.14,126.34
43.46,142.22
43.03,141.20
41.49,140.45
40.49,140.46
39.42,141.10
38.16,140.54
37.55,139.03
36.40,138.11
35.41,139.46
35.29,134.14
34.24,132.28
34.41,135.31
33.35,130.23
33.14,131.37
31.34,130.33
31.55,131.25
33.34,133.33
34.04,134.35
21.59,96.06
20.08,92.53
16.46,96.10
18.47,98.59
13.41,100.46
13.44,100.34
13.55,100.36
12.55,100.52
12.35,99.57
9.27,100.02
7.53,98.24
6.55,100.26
5.18,100.15
4.13,100.42
3.07,101.33
3.37,103.13
1.22,103.59
16.02,108.11
19.53,102.08
17.57,102.34
11.33,104.51
47.43,128.54
46.23,125.19
45.45,126.46
43.47,87.37
39.28,75.59
40.30,81.03
40.38,87.42
37.37,78.17
40.16,97.02
40.45,104.30
36.37,101.46
40.06,113.20
40.46,107.24
38.15,114.25
35.02,111.01
43.57,116.04
43.54,125.13
42.16,118.58
41.33,120.27
41.46,123.26
40.58,117.55
40.40,122.12
40.05,124.20
39.56,116.17
39.06,117.10
38.54,121.38
37.37,120.19
36.36,117.03
36.42,119.05
36.04,120.20
30.57,88.38
29.15,88.53
29.40,91.08
30.42,103.50
31.28,104.41
27.54,102.16
25.01,102.41
34.31,107.25
34.43,113.39
32.43,109.02
30.48,106.05
30.42,111.18
30.37,114.08
29.31,106.29
29.02,114.35
29.03,111.41
28.14,112.52
27.48,114.23
26.29,106.39
25.20,110.18
25.48,113.02
34.17,117.09
34.51,119.08
32.57,117.22
31.44,118.51
31.24,121.28
30.32,117.03
30.14,120.10
30.02,122.07
29.18,117.12
27.47,120.39
26.05,119.17
25.02,121.31
24.21,109.24
24.29,118.05
23.54,106.36
23.08,113.19
23.21,116.40
22.49,108.21
22.38,113.49
21.29,109.06
21.13,110.24
21.52,111.58
20.02,110.21
18.14,109.31
28.37,-17.45
28.28,-16.19
28.28,-16.16
28.03,-16.34
27.56,-15.23
28.27,-13.52
28.57,-13.36
27.14,2.30
22.47,5.31
16.58,7.59
13.29,2.10
12.32,-7.57
18.06,-15.57
14.44,-17.30
13.21,-16.48
11.53,-15.39
9.34,-13.37
25.48,21.08
25.40,32.42
23.58,32.47
27.04,27.59
27.09,33.43
19.35,37.13
15.36,32.33
15.28,36.24
11.33,43.09
8.59,38.48
9.36,41.51
1.43,33.37
0.03,32.27
0.27,9.25
4.24,18.31
12.08,15.02
13.51,20.51
4.00,9.44
12.03,8.32
9.15,7.00
6.35,3.20
6.21,2.23
6.10,1.15
10.54,-1.06
5.36,-0.10
12.21,-1.31
8.03,-2.47
6.08,-5.57
6.39,-4.42
5.15,-3.56
64.30,-165.26
60.47,-161.48
64.49,-147.52
61.10,-150.01
59.31,-139.40
58.22,-134.35
65.37,-118.07
58.37,-117.10
56.52,-101.05
70.29,-68.31
51.11,-115.33
53.18,-113.35
46.29,-84.30
44.53,-63.31
51.08,-121.30
49.50,-92.45
44.07,-77.32
43.02,-81.09
43.40,-79.38
45.28,-73.45
45.19,-75.40
45.52,-66.32
46.10,-60.03
46.48,-71.23
48.20,-71.00
46.21,-79.26
47.37,-52.44
48.57,-54.34
49.13,-57.24
48.32,-58.33
53.19,-60.25
53.38,-77.42
54.48,-66.49
49.55,-97.14
53.13,-105.40
51.07,-114.01
52.53,-118.04
49.11,-123.10
49.43,-124.54
79.59,-85.56
74.43,-94.59
69.06,-105.08
64.18,-96.05
44.06,-79.10
60.01,-111.57
64.03,-139.08
24.33,-81.45
25.49,-80.17
26.41,-80.07
28.26,-81.19
30.30,-81.42
32.54,-80.02
27.58,-82.32
30.23,-84.22
33.22,-81.58
33.39,-84.25
30.41,-88.15
32.18,-86.24
29.59,-90.15
29.58,-95.21
25.55,-97.25
29.32,-98.28
30.18,-97.42
32.54,-97.02
29.22,-100.55
32.25,-99.41
33.39,-101.49
31.48,-106.24
32.07,-110.56
33.26,-112.01
32.44,-117.10
33.56,-118.24
35.52,-78.47
36.54,-76.12
35.13,-80.56
35.26,-82.32
36.07,-86.41
35.03,-90.00
33.58,-98.29
35.23,-97.36
35.03,-106.37
35.16,-113.56
35.02,-110.43
35.14,-111.49
36.05,-115.10
36.46,-119.43
38.57,-77.27
38.51,-77.02
39.11,-76.40
39.27,-74.34
39.53,-75.15
37.19,-79.58
39.03,-84.40
38.11,-85.44
38.45,-90.22
39.44,-86.16
39.17,-94.45
37.46,-99.58
39.07,-108.31
39.30,-119.47
37.54,-121.15
37.37,-122.23
40.42,-74.10
40.46,-73.54
42.22,-71.02
43.07,-76.07
40.30,-80.13
41.25,-81.52
42.56,-78.44
41.59,-87.54
42.14,-83.20
41.32,-93.39
42.24,-90.42
41.09,-104.49
39.52,-104.40
40.30,-107.31
40.47,-111.58
40.48,-124.10
43.39,-70.19
44.28,-73.09
42.57,-87.54
44.53,-93.13
44.03,-103.04
43.34,-116.13
45.36,-122.36
46.28,-84.22
46.50,-92.11
46.54,-96.48
46.46,-100.45
46.34,-120.32
47.38,-117.32
47.27,-122.18
40.39,-73.47
28.38,-106.05
24.16,-110.25
22.13,-97.51
20.40,-103.23
20.59,-89.39
19.03,-104.19
19.24,-99.11
19.09,-96.07
17.59,-92.56
16.50,-99.56
32.22,-64.41
25.03,-77.28
22.59,-82.24
19.58,-75.51
18.30,-77.55
17.56,-76.47
19.45,-70.34
19.28,-70.42
18.34,-68.22
18.26,-69.40
18.26,-69.53
18.26,-66.00
17.32,-88.18
14.35,-90.31
14.03,-87.13
10.00,-84.13
10.00,-83.03
10.37,-85.26
18.03,-63.07
16.16,-61.31
14.36,-61.00
13.45,-60.57
12.00,-61.47
11.09,-60.50
10.36,-61.21
12.30,-70.01
12.12,-68.58
10.27,-75.31
10.53,-74.47
6.13,-75.36
6.08,-75.26
4.43,-74.09
3.33,-76.23
6.48,-58.09
6.30,-58.15
4.50,-52.22
3.53,-51.48
2.50,-60.42
21.59,-159.21
21.21,-157.56
20.54,-156.26
19.43,-155.04
7.28,151.50
6.58,158.13
5.52,95.19
5.31,95.25
3.34,98.41
4.56,114.56
1.29,110.20
5.56,116.03
5.54,118.04
1.32,124.55
16.24,120.36
14.35,120.59
14.31,121.00
13.25,121.11
12.35,122.17
9.45,118.44
9.36,123.51
10.19,123.59
7.08,125.39
70.04,24.59
65.27,12.13
66.20,14.06
68.28,17.30
62.37,7.14
63.07,7.50
64.28,11.35
67.46,22.21
67.12,23.23
66.57,17.44
64.58,17.42
65.50,24.09
64.38,21.05
62.02,14.22
68.22,23.36
63.03,21.46
63.06,21.35
63.24,-20.17
63.53,-16.39
64.42,-14.06
70.29,-21.58
37.45,-25.40
69.24,88.04
69.24,86.10
67.38,53.01
67.30,63.58
59.33,150.47
58.34,49.34
57.44,40.47
55.25,37.46
57.60,56.20
57.57,56.12
56.50,53.27
56.31,57.12
55.46,52.03
55.18,61.32
54.48,69.07
53.15,50.27
53.30,50.09
56.02,92.45
55.02,82.54
53.49,86.53
57.51,114.14
51.39,39.15
51.33,46.02
50.22,44.07
48.47,44.20
48.04,37.46
47.54,48.48
47.15,39.49
45.01,39.09
45.07,42.05
51.49,68.22
51.04,58.36
47.48,67.43
47.07,51.50
46.53,75.00
52.18,76.56
49.12,84.31
47.07,81.37
44.50,76.16
44.10,80.04
42.28,76.11
41.26,76.00
41.29,77.24
44.43,37.51
43.15,40.16
43.21,45.41
42.52,41.08
42.50,41.40
42.31,41.53
42.32,43.08
42.15,42.38
42.14,43.59
42.05,44.42
41.39,43.00
41.60,44.07
41.45,44.46
41.41,44.57
41.44,45.20
