"lat","lon","name"
59.17,11.07,"NO|Viken|Fredrikstad"
49.53,9.26,"DE|BW|KA"
40.38,48.38,"AZ|Ağsu|Agsu"
50.18,8.26,"DE|HE|DA"
50.21,8.22,"DE|HE|DA"
48.28,13.26,"AT|Oberösterreich|Upper Austria"
49.13,8.5,"DE|BW|KA"
50.53,11.51,"DE|TH|Saale-Orla-Kreis"
50.53,13.01,"DE|SN|Erzgebirgskreis"
3.37,103.13,"MY|Pahang|Pekan"
54.5,11.2,"DE|SH|Ostholstein"
42.33,9.29,"FR|Corse|Corsica"
54.19,9.32,"DE|SH|Dithmarschen"
47.41,9.52,"CH|AR|Vorderland District"
49.44,8.07,"DE|RP|Landkreis Bad Dürkheim"
47.41,11.52,"AT|Tyrol|Tirol"
9.36,41.51,"ET|ኦሮሚያ|Oromia"
51.19,7.16,"DE|NRW|Düsseldorf"
54.02,9.55,"DE|SH|Steinburg"
40.07,67.5,"UZ|Jizzakh Region|Jizzax viloyati"
48.5,13.2,"DE|BY|Lower Bavaria"
50,7.35,"DE|RP|Rhein-Hunsrück-Kreis"
50.3,9.54,"DE|HE|DA"
50.52,6.4,"DE|NRW|K"
53.02,18.35,"PL|Kujawsko-Pomorskie|Kuyavian-Pomeranian Voivodeship"
49.05,12.54,"DE|BY|Niederbayern"
48.33,7.38,"FR|Grand Est|Bas-Rhin"
40.46,43.51,"TR|Kars|Digor"
50.52,11.3,"DE|TH|Upper Franconia"
55.3,14.29,"SE"
49.32,8.25,"DE|RP|Haßloch"
54.05,9.54,"DE|SH|Steinburg"
54.05,13.54,"DE|MV|Vorpommern-Greifswald"
50.52,34.45,"UA|Sums'ka oblast|Sumy Oblast"
48.42,12.54,"DE|BY|Upper Bavaria"
67.28,78.44,"RU|Ямало-Ненецкий Аутономус Область|Tazovsky District"
53.55,9.54,"DE|NDS|STD"
46.3,7.16,"CH|VD|Aigle"
52.3,9.29,"DE|NDS|Detmold"
51.58,7.38,"DE|NRW|Arnsberg"
42.5,3.05,"FR|Occitanie|Pyrénées-Orientales"
51.38,9.22,"DE|HE|KS"
1.43,33.37,"UG|Eastern Region|Mkoa wa Mashariki"
51.38,10.22,"DE|TH|EIC"
51.33,11.51,"DE|SA|Saalekreis"
40.08,43.54,"TR|Iğdır|Tuzluca"
50.35,13.18,"CZ|Karlovy Vary Region|Karlovy Vary District"
50.35,12.43,"DE|SN|V"
52.23,8.18,"DE|NDS|OS"
48.37,8.12,"DE|BW|Freiburg"
48.37,15.12,"AT|Lower Austria|Niederösterreich"
48.37,12.37,"DE|BY|Lower Bavaria"
53.44,14.04,"DE|MV|Landkreis Vorpommern-Greifswald"
50.04,10.4,"DE|BY|Unterfranken"
51.37,8.37,"DE|NRW|Arnsberg"
49.24,8.37,"DE|RP|KA"
63.07,7.5,"NO|Møre og Romsdal|Averøy Municipality"
37.3,122.07,"CN|Shan Dong Sheng|Shandong"
49.24,12.37,"DE|BY|Oberpfalz"
51.3,8.26,"DE|NRW|Arnsberg"
47.2,14.45,"AT|Styria|Steiermark"
47.58,10.01,"DE|BY|Swabia"
47.58,11.01,"DE|BY|Oberbayern"
36.37,101.46,"CN|Qing Hai Sheng|Qinghai"
37.49,68.47,"TJ|Vilojati Xatlon|Khatlon Province"
51.17,14.51,"DE|SN|BZ"
43.12,27.55,"BG|Varna|Provadia"
48.52,12.02,"DE|BY|Niederbayern"
50.27,7.26,"DE|RP|Mayen-Koblenz"
40.55,72.57,"UZ|Andijan region|Andijon Viloyati"
51.02,7.51,"DE|NRW|K"
48.17,18.27,"SK|Nitriansky kraj|Nitra Region"
49.42,10.51,"DE|BY|Mittelfranken"
51.57,7.11,"DE|NRW|MS"
51.32,8.47,"DE|NRW|Arnsberg"
47.3,10.04,"AT|Vorarlberg|Bregenz District"
49.45,8.23,"DE|RP|Landkreis Bad Dürkheim"
59.19,4.52,"NO|Rogaland|Utsira Municipality"
45.55,6.52,"FR|Auvergne-Rhône-Alpes|Savoie"
51.47,10.4,"DE|TH|EIC"
51.47,18.05,"PL|Greater Poland Voivodeship|Wielkopolskie"
44.3,26.08,"RO|IF|Comuna 1 Decembrie"
12.35,99.57,"TH|จ.ประจวบคีรีขันธ์|Amphoe Pran Buri"
13.37,25.2,"SD|Shamal Darfur|Al Fasher"
52.22,5.2,"NL|NH|Hilversum"
52.22,14.15,"DE|BB|Oder-Spree"
49.04,13.37,"DE|BY|Niederbayern"
52.19,8.51,"DE|NRW|Detmold"
52.19,9.26,"DE|NDS|Detmold"
36.57,140.54,"JP|Ibaraki|Hitachiota"
51.24,14.34,"DE|SN|BZ"
51.29,9.37,"DE|HE|KS"
52.49,9.09,"DE|NRW|Detmold"
31.44,118.51,"CN|An Hui Sheng|Anhui"
43.07,131.54,"RU|Primorskiy kray|Primorsky Krai"
46.44,10.54,"IT|Lombardia|Lombardy"
53.56,8.56,"DE|HB|Bremen"
53.51,13.41,"DE|MV|Mecklenburgische Seenplatte"
51.01,8.16,"DE|NRW|Arnsberg"
45.22,5.2,"FR|Auvergne-Rhône-Alpes|Drôme"
37.56,23.56,"GR"
51.34,9.14,"DE|HE|KS"
50.2,9.45,"DE|HE|DA"
50.2,8.45,"DE|HE|DA"
50.07,8.44,"DE|HE|DA"
48.41,13.15,"DE|BY|Lower Bavaria"
50.07,9.44,"DE|BY|Unterfranken"
49.23,1.11,"FR|Normandie|Normandy"
51.59,4.07,"NL|ZE|Tholen"
49.16,11.4,"DE|BY|Oberpfalz"
50.47,6.06,"BE|Région Wallonne|Wallonia"
49.09,9.14,"DE|BW|Süd"
38.54,22.24,"GR|Decentralized Administration of Thessaly and Central Greece|Central Greece"
57.31,17.31,"SE"
34.2,3.23,"DZ|Djelfa Province|Messaad"
48.22,13.12,"AT|Upper Austria|Oberösterreich"
51.04,58.36,"KZ|Aktobe Province|Kargaly District"
51.04,8.59,"DE|HE|KS"
51.31,10.03,"DE|TH|KS"
41.12,13.34,"IT"
49.56,9.03,"DE|HE|DA"
54.31,11.03,"DE|SH|Ostholstein"
48.4,8.21,"DE|BW|Freiburg"
47.11,18.37,"HU|Fejér|Székesfehérvár District"
47.44,11.51,"AT|Tyrol|Tirol"
54.2,13.42,"DE|MV|Vorpommern-Greifswald"
52.43,7.32,"DE|NDS|MS"
49.28,6.32,"FR|Grand Est|Moselle"
57.22,5.17,""
47.26,11.16,"AT|Tyrol|Tirol"
50.26,7.44,"DE|RP|Mayen-Koblenz"
49.2,9.42,"DE|BW|Süd"
48.18,8.14,"DE|BW|Freiburg"
50.28,10.14,"DE|BY|Unterfranken"
50.45,4.46,"BE|Wallonia|Région Wallonne"
38.11,13.06,"IT|Sicilia|Sicily"
29.52,32.28,"EG|Suez Governorate|Suez Desert"
35.14,140.23,"JP|Chiba|Katsuura"
50.09,7.43,"DE|RP|Rhein-Hunsrück-Kreis"
49.34,10.11,"DE|BY|Mittelfranken"
49.34,8.11,"DE|RP|Neustadt an der Weinstraße"
41.15,36.34,"TR|Samsun|Canik"
45.43,4.57,"FR|Auvergne-Rhône-Alpes|Loire"
49.39,7.53,"DE|RP|KL"
43.41,7.2,""
49.36,6.39,"FR|Grand Est|Moselle"
42.02,35.1,"TR|Sinop Merkez|Bostancılı"
28.23,36.36,"SA|Tabuk Province|Tabouk"
30.02,122.07,"CN|Zhe Jiang Sheng|Zhejiang"
47.28,13.36,"AT|Salzburg|St. Johann im Pongau District"
13,80.11,"IN|TN|Kancheepuram"
50.25,7.04,"DE|RP|K"
47.36,9.53,"CH|SG|Rheintal District"
36.42,67.12,"AF|Balkh|Chimtal"
58.18,14.36,"SE"
47.49,12,"AT|Tyrol|Tirol"
13.22,103.51,"KH|Battambang Province|Ek Phnom"
48,7.54,"FR|Grand Est|Haut-Rhin"
42.1,4.28,""
50.01,11.1,"DE|BY|Oberfranken"
50.33,9.39,"DE|HE|DA"
52.1,10.31,"DE|NDS|WF"
52.18,13.11,"DE|BB|Teltow-Fläming"
45.39,10.03,"IT|Lombardia|Lombardy"
48.46,8.57,"DE|BW|KA"
49.03,12.36,"DE|BY|Oberpfalz"
49.03,13.11,"DE|BY|Niederbayern"
50.14,8.28,"DE|HE|DA"
50.16,2.46,"FR|Hauts-de-France|Pas-de-Calais"
51.18,8.36,"DE|NRW|Arnsberg"
48.35,11.06,"DE|BY|Schwaben"
50.03,8.36,"DE|HE|DA"
51.1,5.28,"BE|Vlaams Gewest|Flanders"
39,25.16,"GR"
56.02,92.45,"RU|Krasnoyarskiy kray|Krasnoyarsk Krai"
43.33,6.57,"FR|Provence-Alpes-Côte d'Azur|Var"
43.21,45.41,"RU|Chechénskaya Respúblika|Chechnya"
53.5,5.15,""
46.1,8.53,"IT|Piemonte|Piedmont"
42.24,18.44,"HR|Dubrovnik-Neretva County|Konavle"
39.26,3.4,"ES"
47.35,10.53,"AT|Tirol|Tyrol"
53.5,13.3,"DE|MV|Mecklenburgische Seenplatte"
50.5,6.4,"DE|NRW|K"
40.18,21.47,"GR|Decentralized Administration of Epirus and Western Macedonia|West Macedonia Region"
51.24,7.5,"DE|NRW|Arnsberg"
47.45,12.33,"AT|Tyrol|Tirol"
4.34,101.06,"MY|Perak|Kinta District"
58.12,10,""
49.13,21.39,"SK|Prešovský kraj|Prešov Region"
52.35,13.53,"DE|BB|Landkreis Dahme-Spreewald"
49.13,12.32,"DE|BY|Oberpfalz"
49.13,10.57,"DE|BY|Mittelfranken"
48.48,8.28,"DE|BW|KA"
47.13,11.29,"AT|Tyrol|Tirol"
66,57.33,"RU|Respúblika Kómi|Komi Republic"
51.08,14.11,"DE|SN|BZ"
44.51,65.3,"KZ|Kyzylorda Province|Syrdariya District"
37.45,140.28,"JP|Fukushima|Koriyama"
37.45,128.53,"KR|Gangwon-do|Jeongseon-gun"
52.21,14.04,"DE|BB|Oder-Spree"
41.08,16.47,"IT|Puglia|Apulia"
49.37,8.22,"DE|RP|Neustadt an der Weinstraße"
49.44,8.39,"DE|RP|KA"
47.37,7.5,"CH|JU|Delémont"
52.25,7.26,"DE|NRW|MS"
43.46,18.02,"BA|Republika Srpska|Herzegovina-Neretva Canton"
47.37,12.5,"AT|Salzburg|Zell am See"
47.37,13,"AT|Salzburg|Zell am See District"
21.52,111.58,"CN|Guang Dong Sheng|Guangdong Province"
47.08,10.11,"AT|Vorarlberg|Bludenz"
49.32,8.07,"DE|RP|Südliche Weinstraße"
22.51,57.32,"OM|Ad Dakhiliyah ‍Governorate|Ma'murah"
47,12.27,"AT|Tyrol|Tirol"
3.07,101.33,"MY|Selangor|Kapar"
43.13,2.19,"FR|Occitanie|Aude"
49.57,7.16,"DE|SL|Landkreis St. Wendel"
46.25,4.01,"FR|Bourgogne-Franche-Comté|Saône-et-Loire"
47.55,8.39,"CH|AG|Zurzach"
51.21,19.52,"PL|Łódzkie|Łódź Voivodeship"
51.38,10.29,"DE|TH|EIC"
38.29,3,""
38.49,35.26,"TR|Kayseri|İncesu"
50.46,15.01,"CZ|Středočeský kraj|Central Bohemian Region"
57.3,13.36,"SE|Jonkoping County|Jönköpings län"
52.04,8.22,"DE|NRW|Detmold"
53.54,25.19,"BY|Hrodna Region|Dziatlaŭski rajon"
53.38,11.54,"DE|MV|PCH"
62.3,12.36,"SE|Jamtland County|Jämtlands län"
51.06,14.41,"DE|SN|BZ"
41.44,64.37,"UZ|Navoiy Region|Tamdy District"
21.29,109.06,"CN|Guangxi|Beihai"
46.34,14.46,"SI|Kranj|Municipality of Preddvor"
27.35,84.1,"IN|BR|West Champaran"
11.59,121.55,"PH"
46.54,12.22,"IT|Veneto|BL"
51.02,10.09,"DE|HE|KS"
52.24,13.44,"DE|BB|Teltow-Fläming"
26.13,56.14,"OM|Musandam Governorate|Bukha"
49.27,8.34,"DE|RP|GER"
53.2,11.3,"DE|MV|PCH"
48.07,14.54,"AT|Lower Austria|Niederösterreich"
51.32,6.52,"DE|NRW|Düsseldorf"
51.13,7.38,"DE|NRW|K"
31.59,35.59,"JO|Madaba Governorate|Areedh Sub-District"
49.45,6.4,"FR|Grand Est|Moselle"
51.57,8.54,"DE|NRW|Detmold"
48.2,8.05,"DE|BW|Freiburg"
51.2,7.4,"DE|NRW|K"
50.34,3.06,"FR|Hauts-de-France|Nord"
49.41,8.25,"DE|RP|Bad Dürkheim"
49.41,9,"DE|BW|KA"
49.41,10.5,"DE|BY|Mittelfranken"
29.37,43.29,"SA|Northern Borders Province|Rafha"
50.34,7.12,"DE|RP|Mayen-Koblenz"
50.16,8,"DE|HE|DA"
51.2,8.55,"DE|NRW|Arnsberg"
54.07,11.54,"DE|MV|Rostock"
51.2,9.05,"DE|HE|KS"
54.07,13.04,"DE|MV|Vorpommern-Rügen"
49.22,10.47,"DE|BY|Mittelfranken"
51.36,6.08,"NL|LI|Peel en Maas"
6.58,158.13,"FM"
45.37,8.44,"IT|Piemonte|Piedmont"
51.29,7.47,"DE|NRW|Arnsberg"
51.29,11.19,"DE|TH|Kyffhäuserkreis"
33.14,44.14,"IQ|BL|المحمودية"
30.34,47.47,"IQ|Basra Governorate|Al-Zubair"
47.34,9.43,"CH|AI|Appenzell District"
46.29,30.38,"UA|Odes'ka oblast|Odessa Oblast"
47.34,11.18,"AT|Tyrol|Tirol"
51.4,10.31,"DE|TH|EIC"
54.01,9.23,"DE|SH|Dithmarschen"
24.54,67.08,"PK"
49.07,8.01,"DE|RP|Bas-Rhin"
49.07,11.26,"DE|BY|Mittelfranken"
51.03,12.49,"DE|TH|ABG"
51.03,8.49,"DE|NRW|Arnsberg"
48.57,9.26,"DE|BW|Süd"
48.57,11.26,"DE|BY|Upper Bavaria"
51.34,8.46,"DE|NRW|Arnsberg"
14.45,42.59,"YE"
50.2,10.27,"DE|BY|Unterfranken"
48.41,15.22,"AT|Lower Austria|Niederösterreich"
48.41,10.22,"DE|BY|Schwaben"
49.09,16.42,"CZ|Jihomoravský kraj|South Moravian Region"
53.32,13.01,"DE|MV|Mecklenburgische Seenplatte"
61.28,21.48,"FI|Satakunta|Rauma sub-region"
53.57,9.01,"DE|NDS|CUX"
34.47,135.27,"JP|Osaka|Izumisano"
48.59,10.46,"DE|BY|Schwaben"
52.16,7.36,"DE|NRW|MS"
51.41,10.22,"DE|TH|EIC"
47.4,9.31,"CH|SG|St Gallen"
47.53,17.17,"HU|Gyor-Moson-Sopron|Csorna District"
47.4,11.31,"AT|Tyrol|Tirol"
50.56,11.35,"DE|TH|Upper Franconia"
55.14,9.16,"DK|Region of Southern Denmark|Tønder Municipality"
0.09,21,"CD|Tshuapa|Boende"
37.26,25.21,"GR|Mikonos|Rinia"
42.22,13.19,"IT|Lazio|RI"
48.4,8.28,"DE|BW|KA"
48.4,9.28,"DE|BW|TÜ"
52.28,13.46,"DE|BB|Teltow-Fläming"
51.15,8.28,"DE|NRW|Arnsberg"
48.33,9.24,"DE|BW|TÜ"
54.53,28.42,"BY|Minsk Region|Barysaw District"
50.26,9.45,"DE|HE|DA"
52.15,8.03,"DE|NDS|MS"
50.08,8.49,"DE|HE|DA"
49.28,6.23,"FR|Grand Est|Moselle"
51.33,11.24,"DE|TH|Kyffhäuserkreis"
50.35,7.33,"DE|RP|Mayen-Koblenz"
45.51,9.23,"IT|Lombardy|Lombardia"
25.01,102.41,"CN|Yun Nan Sheng|Yunnan"
35.16,59.13,"IR|Razavi Khorasan Province|Howz-e Sorkh"
53.11,8.1,"DE|NDS|Ammerland"
50.41,15.44,"CZ|Královéhradecký kraj|Hradec Králové Region"
49.35,6.58,"DE|SL|Moselle"
49.39,8.38,"DE|RP|Rhein-Pfalz-Kreis"
53.14,8.13,"DE|NDS|Ammerland"
50.05,19.48,"PL|Małopolskie|Lesser Poland Voivodeship"
51,7.2,"DE|NRW|K"
16.24,120.36,"PH|Ilocos Region|La Union"
51,14.4,"CZ|Ústecký kraj|Ústí nad Labem Region"
50.05,7.37,"DE|RP|Rhein-Hunsrück-Kreis"
47.36,8.1,"CH|AG|Aarau District"
44.35,4.44,"FR|Auvergne-Rhône-Alpes|Ardèche"
51,11.4,"DE|TH|Weimarer Land"
48.3,9.24,"DE|BW|TÜ"
50.25,9.4,"DE|HE|DA"
49.5,12.15,"DE|BY|Oberpfalz"
46.46,7.07,"CH|VD|Riviera-Pays-d'Enhaut"
48,9.4,"DE|BW|TÜ"
49.08,9.21,"DE|BW|Süd"
51.46,10.39,"DE|TH|EIC"
49.21,6.57,"FR|Grand Est|Moselle"
49.27,12.25,"DE|BY|Oberpfalz"
50.43,9.43,"DE|HE|GI"
51.28,7.59,"DE|NRW|Arnsberg"
51.18,7.34,"DE|NRW|K"
51.28,7.34,"DE|NRW|Arnsberg"
35.02,111.01,"CN|Shanxi|Shan Xi Sheng"
48.39,11.35,"DE|BY|Oberbayern"
43.42,20.42,"RS|Moravica District|Koritnik"
62.02,14.22,"SE|Jämtlands län|Jamtland County"
43.16,5.47,"FR|Provence-Alpes-Côte d'Azur|Bouches-du-Rhone"
49.12,12.07,"DE|BY|Oberpfalz"
40.16,97.02,"CN|Gansu|Gan Su Sheng"
61.1,13.13,"SE|Dalarnas län|Dalarna County"
49.49,8.07,"DE|RP|Landkreis Bad Dürkheim"
49.12,84.31,"KZ|ВКО|Katonkaragay District"
47.35,12.1,"AT|Tyrol|Tirol"
53.42,10.46,"DE|SH|Herzogtum Lauenburg"
48.25,39.23,"UA|Luhansk Oblast|Lutuhyns'kyi district"
59.53,17.36,"SE|Uppsala län|Uppsala County"
50.55,9.21,"DE|HE|GI"
50.19,11.24,"DE|BY|Upper Franconia"
53.42,127.18,"RU|Amur Oblast|Amurskaya oblast'"
50.19,6.37,"DE|RP|Bitburg-Prüm"
47.45,13.4,"AT|Salzburg|St. Johann im Pongau District"
47.46,7.43,"CH|FR|BL"
48.25,15.37,"AT|Lower Austria|Niederösterreich"
44.5,11.37,"IT|Emilia-Romagna|BO"
49.23,10.1,"DE|BW|Süd"
49.02,8.22,"DE|RP|GER"
64.28,11.35,"NO|Trøndelag|Namsos Municipality"
49.13,7.07,"DE|SL|Moselle"
32.48,35.02,"IL|Haifa District|Hadera"
50.1,7.3,"DE|RP|Cochem-Zell"
61.49,34.16,"RU|Republic of Karelia|Respublika Kareliya"
49.1,10.35,"DE|BY|Mittelfranken"
49.1,7.05,"FR|Grand Est|Moselle"
52.38,7.07,"NL|DE|OV"
33.37,73.06,"PK|Punjab|Rawalpindi"
72.09,25.17,""
54.5,9.09,"DE|SH|Nordfriesland"
50.29,9.07,"DE|HE|DA"
51.04,14.32,"CZ|Ústecký kraj|Ústí nad Labem Region"
48.12,8.04,"DE|BW|Freiburg"
51.04,8.32,"DE|NRW|Arnsberg"
49.37,9.29,"DE|BW|KA"
49.44,12.21,"DE|BY|Oberpfalz"
52.25,12.34,"DE|BB|Potsdam-Mittelmark"
49.37,12.29,"DE|BY|Oberpfalz"
49.44,9.46,"DE|BW|KA"
25.37,55.56,"AE|Ajman"
22.44,58.31,"OM|Ash Sharqiyah North Governorate|Aflaj"
50.24,7.27,"DE|RP|Cochem-Zell"
50.24,6.52,"DE|RP|Eifelkreis Bitburg-Prüm"
37.55,21.17,"GR"
50.24,10.29,"DE|BY|Unterfranken"
50.24,8.54,"DE|HE|DA"
47.54,10.07,"DE|BY|Schwaben"
48.5,12.34,"DE|BY|Niederbayern"
51.55,8.18,"DE|NRW|Arnsberg"
45.34,11.31,"IT|Veneto|VR"
49.32,12.14,"DE|BY|Upper Palatinate"
57.45,23.3,""
49.32,10.14,"DE|BW|Süd"
52.45,7.45,"DE|NDS|Emsland"
50.17,10.18,"DE|BY|Unterfranken"
51.07,14.39,"DE|SN|BZ"
52.45,13.15,"DE|BE|Kreisfreie Stadt Berlin"
40.09,44.24,"AM|Armavir Province|Jrarbi"
50.32,9.14,"DE|HE|DA"
48.02,10.44,"DE|BY|Swabia"
47.55,12.46,"AT|Tyrol|Tirol"
55.45,15.15,""
50.13,3.09,"FR|Hauts-de-France|Pas-de-Calais"
42.19,69.42,"KZ|South Kazakhstan Province|Kazygurt District"
58.06,15.48,"SE|Östergötlands län|Östergötland County"
22.4,59.24,"OM|Ash Sharqiyah North Governorate|Tawa"
50.45,9.15,"DE|HE|GI"
53.22,9.57,"DE|NDS|Rotenburg (Wümme)"
48.37,11.51,"DE|BY|Oberbayern"
48.37,11.01,"DE|BY|Schwaben"
50.31,6.24,"BE|Région Wallonne|Wallonia"
50.04,7.27,"DE|RP|Cochem-Zell"
50.31,2.37,"FR|Hauts-de-France|Pas-de-Calais"
50.49,8.26,"DE|HE|GI"
45.32,4.18,"FR|Auvergne-Rhône-Alpes|Haute-Loire"
45.56,7.35,"IT|Valle d'Aosta|Aosta"
49.4,12.41,"DE|BY|Oberpfalz"
47.29,11.04,"AT|Tyrol|Tirol"
50.4,7.58,"DE|RP|Kreisfreie Stadt Koblenz"
47.07,14.11,"AT|Styria|Steiermark"
53.2,7.06,"NL|GR|Oldambt"
57.44,40.47,"RU|Kostromskaya oblast'|Kostroma Oblast"
46.57,8.11,"CH|BE|Interlaken-Oberhasli District"
52.31,11.23,"DE|SA|Börde"
51.32,8.11,"DE|NRW|Arnsberg"
51.32,9.11,"DE|HE|KS"
51.57,10.36,"DE|NDS|GÖ"
49.51,8.33,"DE|RP|KA"
47.3,10.43,"AT|Tirol|Tyrol"
56.36,14.48,"SE|Blekinge County|Blekinge län"
54.15,12.16,"DE|MV|Kreisfreie Stadt Rostock"
50.34,7.03,"DE|RP|Mayen-Koblenz"
50.22,6.52,"DE|RP|Bitburg-Prüm"
29.36,34.47,"EG|South Sinai Governorate|Nuweiba"
51.47,7.52,"DE|NRW|Arnsberg"
50.22,12.29,"DE|CZ|SN"
51.47,10.29,"DE|TH|EIC"
35.29,134.14,"JP|Tottori"
52.54,10.26,"DE|NDS|CE"
33.14,126.34,"KR|Moseulpo"
45.53,17.12,"HR|Bjelovarsko-bilogorska županija|Bjelovar-Bilogora County"
54.04,9.01,"DE|SH|Dithmarschen"
49.22,8.04,"DE|RP|Südliche Weinstraße"
51.36,7.24,"DE|NRW|Arnsberg"
41.28,10.31,""
48.11,12.23,"DE|BY|Upper Bavaria"
48.31,9.45,"DE|BW|TÜ"
49.06,8.45,"DE|BW|KA"
51.29,11.01,"DE|TH|Kyffhäuserkreis"
51.4,14.38,"DE|SN|BZ"
52.06,8.45,"DE|NRW|Detmold"
51.4,9.38,"DE|HE|KS"
54.01,13.3,"DE|MV|Landkreis Vorpommern-Greifswald"
34.51,18.41,""
13.11,77.42,"IN|KA|Bengaluru Urban"
47.47,12.29,"AT|Tirol|Tyrol"
50.15,7.44,"DE|RP|Rhein-Hunsrück-Kreis"
66,2,""
52.4,9.13,"DE|NDS|Detmold"
47.51,30.16,"UA|Odessa Oblast|Shyryaivs'kyi district"
51.34,13.53,"DE|SN|MEI"
51.59,8.03,"DE|NRW|Arnsberg"
68.58,33.03,"RU|Murmansk Oblast|Kolsky District"
51.45,9.34,"DE|HE|KS"
49.16,6.52,"FR|Grand Est|Moselle"
49.47,4.38,"FR|Grand Est|Ardennes"
46.52,9.32,"CH|GR|Viamala"
59,19,"SE"
49.47,10.01,"DE|BW|Süd"
47.4,10.38,"DE|BY|Schwaben"
47.53,7.39,"FR|Grand Est|Haut-Rhin"
56,20,""
61.15,73.3,"RU|ХМАО|Surgutsky District"
52.25,16.5,"PL|Wielkopolskie|Greater Poland Voivodeship"
50.44,1.36,"FR"
50,12,"DE|BY|Oberfranken"
49.25,6.5,"FR|Grand Est|Moselle"
51.51,8.02,"DE|NRW|Arnsberg"
36.15,137.58,"JP|Nagano|長野県"
52.01,7.51,"DE|NRW|MS"
49.48,73.09,"KZ|Karagandy Province|Qarağandı oblısı"
50.08,10.56,"DE|BY|Unterfranken"
48.03,8.28,"DE|BW|Freiburg"
47.39,11.2,"AT|Tyrol|Tirol"
47.39,11.45,"AT|Tirol|Tyrol"
47.39,9.45,"CH|AR|Mittelland District"
34.26,132.55,"JP|Hiroshima|Kure"
48.51,11.27,"DE|BY|Oberbayern"
49.28,2.07,"FR|Hauts-de-France|Oise"
50.26,7.26,"DE|RP|Mayen-Koblenz"
51.53,11.28,"DE|SA|Landkreis Mansfeld-Südharz"
51.43,8.03,"DE|NRW|Hochsauerlandkreis"
54.1,10.23,"DE|SH|Kreis Plön"
48.16,12.26,"DE|BY|Upper Bavaria"
40.13,69.42,"TJ|Vilojati Suƣd|Sughd Province"
50.39,13.2,"CZ|Ústí nad Labem Region|Ústecký kraj"
47.18,9.53,"LI|Schaan"
50.41,12.26,"DE|SN|V"
51.23,11.23,"DE|TH|SÖM"
52.46,9.24,"DE|NDS|Detmold"
53.21,7.12,"NL|GR|Oldambt"
48.1,10.23,"DE|BY|Schwaben"
49.35,8.48,"DE|RP|KA"
38,25,"GR|Andros"
53.14,14.2,"DE|BB|gryfiński"
47.02,9.04,"CH|GL|Glarus"
46.27,16.58,"HR|Varaždinska županija|Varaždin County"
54.17,10.56,"DE|SH|Ostholstein"
50.36,26.09,"UA|Rivnens'ka oblast|Rivne Oblast"
47.33,9.56,"CH|SG|Rheintal"
36.18,127.24,"KR|Chungcheongnam-do|Nonsan"
50.05,12.06,"DE|BY|Oberfranken"
53.25,11.47,"DE|MV|PCH"
47.58,8.31,"CH|AG|Zurzach District"
33.08,35.24,"IL|North District|Akko"
47.36,9.17,"CH|SG|Toggenburg District"
51,10.22,"DE|TH|KS"
37.15,3.15,""
37.33,126.48,"KR|Incheon"
37.15,69.05,"AF|Kunduz|Imam Sahib"
47.2,15,"AT|Steiermark|Styria"
40.45,19,""
52.05,23.37,"PL|Lubelskie|Lublin Voivodeship"
50.58,9.03,"DE|HE|GI"
53.33,8.28,"DE|NDS|Wesermarsch"
23.08,113.19,"CN|Guangdong Province|Guang Dong Sheng"
51.48,10.2,"DE|TH|EIC"
53.58,10.53,"DE|SH|Herzogtum Lauenburg"
50.14,9.17,"DE|HE|DA"
50.14,11.42,"DE|BY|Oberfranken"
49.38,7.12,"DE|SL|Neunkirchen"
51.48,30.15,"UA|Kyivs'ka oblast|Kyiv Oblast"
48.39,19.09,"SK|Banskobystrický kraj|Banská Bystrica Region"
59.5,18.38,"SE|Stockholm County|Stockholms län"
53.13,8.49,"DE|NDS|Wesermarsch"
49.14,6.46,"FR|Grand Est|Moselle"
53.23,7.1,"NL|GR|Oldambt"
49.49,7.07,"DE|SL|Landkreis St. Wendel"
43.27,39.54,""
47.52,9.01,"CH|TG|Münchwilen"
47.52,11.51,"DE|BY|Oberbayern"
35.2,47,"IR|Kurdistan Province|Serenjianeh Sofla"
51.05,8.53,"DE|HE|KS"
47.35,12.42,"AT|Tirol|Tyrol"
43.27,5.13,"FR|Provence-Alpes-Côte d'Azur|Bouches-du-Rhone"
50.5,7.22,"DE|RP|Landkreis Ahrweiler"
49.3,11.03,"DE|BY|Middle Franconia"
47.48,13.48,"AT|Salzburg|Hallein District"
50.19,8.56,"DE|HE|DA"
49.07,12.49,"DE|BY|Oberpfalz"
50.42,6.39,"DE|NRW|K"
47.5,7.47,"FR|Grand Est|Haut-Rhin"
47.45,7.36,"FR|Grand Est|Haut-Rhin"
48.25,11.19,"DE|BY|Oberbayern"
47.5,16.13,"AT|Lower Austria|Niederösterreich"
58.45,26.25,"EE|Tartu maakond|Tartu County"
48.25,13.19,"AT|Oberösterreich|Upper Austria"
52.55,9.03,"DE|NDS|Detmold"
53.45,7,"DE|NDS|AUR"
39.31,7.29,""
49.02,11.04,"DE|BY|Mittelfranken"
41.34,123.28,"CN|Liao Ning Sheng|Liaoning"
50.21,11.18,"DE|BY|Oberfranken"
50.1,6.46,"DE|RP|Eifelkreis Bitburg-Prüm"
52.29,7.32,"DE|NDS|MS"
36.2,37.13,"SY|Aleppo Governorate|Mount Simeon"
50.2,6.25,"DE|RP|Liège"
